Stare Miasto,Grzegórzki,Prądnik Czerwony,Prądnik Biały,Krowodrza,Bronowice,Zwierzyniec,Dębniki,Łagiewniki-Borek Fałęcki,Swoszowice,Podgórze Duchackie,Bieżanów-Prokocim,Podgórze,Czyżyny,Mistrzejowice,Bieńczyce,Wzgórza Krzesławickie,Nowa Huta
0.4,1.15,2.7,3.6,1.6,5.5,5.4,4.5,3.5,5.6,4.0,7.5,3.6,5.2,5.6,5.9,10.8,12.9
