price,rooms,area,market,building_type,building_material,year_built,heating,kitchen_type,property_condition,form_of_ownership,district_result,distance_from_center,floor_of_flat,balconies,parking,basement_storage_unit,lift,smart home,air conditioning,rooms_to_area_ratio
719420,2,55.34,Primary,Apartment building,No data,2024.0,Central city heating,Kitchenette,5.0,4.0,Podgórze Duchackie,4.0,1,Yes,Yes,Yes,Yes,No_data,No_data,0.03614022406938923
972210,4,70.45,Primary,Apartment building,Brick,2024.0,Central city heating,Kitchenette,5.859567901234568,3.7804203539823007,Bieżanów-Prokocim,7.5,5,Yes,No_data,No_data,No_data,No_data,No_data,0.05677785663591199
320000,2,45.0,Secondary,Apartment building,H-frame,2001.0,Central city heating,Separate kitchen,9.0,1.0,Podgórze,3.6,2,Yes,No_data,No_data,No_data,No_data,No_data,0.044444444444444446
1047000,3,57.4,Secondary,Apartment building,"Mixed construction, other",2023.0,Central city heating,Bright kitchen,10.0,4.0,Dębniki,4.5,1,Yes,Yes,No_data,Yes,No_data,Yes,0.05226480836236934
1080000,6,79.0,Secondary,Other/ No data,Brick,1996.0,Central city heating,Kitchenette,3.0,2.0,Prądnik Biały,3.6,3,Yes,No_data,No_data,No_data,No_data,No_data,0.0759493670886076
760612,3,65.57,Primary,Other/ No data,No data,2027.0,Other/ no data,Other/ no data,5.859567901234568,3.7804203539823007,Podgórze,3.6,4,Yes,Yes,Yes,No_data,No_data,No_data,0.04575263077626964
599886,1,31.74,Primary,New construction,"Concrete, reinforced concrete",2025.0,Central city heating,Kitchenette,5.0,4.0,Dębniki,4.5,1,Yes,Yes,Yes,No_data,No_data,No_data,0.031505986137366104
637000,2,39.0,Primary,Apartment building,Brick,2025.0,Central city heating,Kitchenette,5.859567901234568,3.7804203539823007,Podgórze,3.6,7,Yes,Yes,No_data,No_data,No_data,No_data,0.05128205128205128
569000,1,32.2,Secondary,Apartment building,Brick,1972.0,Central city heating,Separate kitchen,10.0,4.0,Grzegórzki,1.15,2,Yes,No_data,Yes,No_data,No_data,No_data,0.03105590062111801
1050000,3,62.5,Secondary,Apartment building,No data,2018.0,Central heating,Kitchenette,7.0,4.0,Czyżyny,5.2,7,Yes,Yes,No_data,Yes,No_data,No_data,0.048
525000,2,43.0,Secondary,Apartment building,No data,1970.0,Central city heating,Separate kitchen,1.0,4.0,Krowodrza,1.6,0,Yes,No_data,No_data,Yes,No_data,No_data,0.046511627906976744
662000,1,35.01,Secondary,Apartment building,Brick,2012.0,Other/ no data,Kitchenette,3.0,4.0,Krowodrza,1.6,2,Yes,No_data,No_data,Yes,No_data,No_data,0.028563267637817767
863152,3,58.4,Secondary,Apartment building,No data,2024.0,Central city heating,Kitchenette,5.859567901234568,3.7804203539823007,Krowodrza,1.6,1,Yes,Yes,No_data,No_data,No_data,No_data,0.051369863013698634
899000,3,67.0,Secondary,Apartment building,No data,2019.0,Central city heating,Kitchenette,7.0,3.7804203539823007,Podgórze,3.6,4,Yes,Yes,No_data,Yes,No_data,Yes,0.04477611940298507
649000,2,44.11,Secondary,Other/ No data,Brick,2017.0,Central city heating,Kitchenette,3.0,4.0,Swoszowice,5.6,3,Yes,No_data,No_data,No_data,No_data,No_data,0.04534119247336205
1439000,4,76.5,Secondary,Apartment building,"Mixed construction, other",2024.0,Central city heating,Kitchenette,5.859567901234568,4.0,Krowodrza,1.6,1,Yes,Yes,Yes,No_data,No_data,Yes,0.05228758169934641
785300,2,41.55,Secondary,Apartment building,No data,2002.136017628205,Other/ no data,Separate kitchen,5.859567901234568,4.0,Czyżyny,5.2,14,Yes,Yes,Yes,Yes,No_data,No_data,0.048134777376654635
800000,2,58.0,Secondary,Apartment building,Brick,2007.0,Gas heating,Kitchenette,7.0,4.0,Podgórze,3.6,2,Yes,Yes,No_data,No_data,No_data,No_data,0.034482758620689655
1201390,4,70.67,Primary,Apartment building,"Mixed construction, other",2026.0,Central city heating,Kitchenette,8.0,3.0,Łagiewniki-Borek Fałęcki,3.5,5,Yes,Yes,Yes,Yes,No_data,No_data,0.05660110372152257
505260,2,36.09,Primary,Apartment building,"Mixed construction, other",2025.0,Central city heating,Kitchenette,5.0,4.0,Wzgórza Krzesławickie,10.8,0,Yes,No_data,No_data,No_data,No_data,No_data,0.055417013022998056
600593,2,35.02,Primary,Apartment building,Brick,2024.0,Central city heating,Kitchenette,5.0,4.0,Prądnik Biały,3.6,4,Yes,No_data,No_data,Yes,Yes,No_data,0.05711022272986864
550000,2,36.0,Secondary,Apartment building,Brick,2006.0,Central city heating,Kitchenette,2.0,4.0,Krowodrza,1.6,4,Yes,No_data,No_data,No_data,No_data,No_data,0.05555555555555555
699000,2,54.89,Secondary,Other/ No data,No data,2001.0,Central city heating,Separate kitchen,5.859567901234568,4.0,Bieżanów-Prokocim,7.5,2,Yes,Yes,Yes,No_data,No_data,No_data,0.036436509382401165
920000,3,61.0,Secondary,Apartment building,Large slab,1980.0,Central city heating,Bright kitchen,7.0,4.0,Prądnik Czerwony,2.7,5,Yes,No_data,Yes,Yes,No_data,No_data,0.04918032786885246
449000,1,29.0,Secondary,Other/ No data,No data,2004.0,Central city heating,Kitchenette,7.0,4.0,Czyżyny,5.2,0,Yes,Yes,Yes,No_data,No_data,No_data,0.034482758620689655
729000,3,55.0,Secondary,Apartment building,Large slab,1980.0,Central city heating,Separate kitchen,8.0,4.0,Prądnik Czerwony,2.7,0,Yes,No_data,Yes,Yes,No_data,No_data,0.05454545454545454
957600,3,59.85,Primary,New construction,"Concrete, reinforced concrete",2025.0,Central city heating,Kitchenette,5.0,4.0,Dębniki,4.5,0,Yes,Yes,Yes,Yes,No_data,No_data,0.05012531328320802
590000,2,27.2,Secondary,Tenement,Brick,2023.0,Electric heating,Kitchenette,5.0,4.0,Stare Miasto,0.4,3,No_data,No_data,No_data,No_data,No_data,Yes,0.07352941176470588
969789,2,47.7,Primary,Apartment building,Brick,2025.0,Central city heating,Kitchenette,5.0,4.0,Podgórze,3.6,2,Yes,Yes,Yes,Yes,Yes,No_data,0.04192872117400419
1046174,3,57.09,Primary,Apartment building,H-frame,2026.0,Central city heating,Kitchenette,5.0,4.0,Bronowice,5.5,2,Yes,Yes,Yes,Yes,No_data,No_data,0.05254860746190226
1760000,4,108.0,Secondary,Tenement,No data,1914.0,Own/ local central heating,Separate kitchen,7.0,3.7804203539823007,Stare Miasto,0.4,1,No_data,No_data,No_data,No_data,No_data,No_data,0.037037037037037035
790000,4,58.0,Secondary,Apartment building,No data,1976.0,Central city heating,Separate kitchen,5.859567901234568,3.7804203539823007,Nowa Huta,12.9,0,Yes,No_data,Yes,No_data,No_data,No_data,0.06896551724137931
1549000,4,110.1,Secondary,Apartment building,Brick,2020.0,Gas heating,Kitchenette,10.0,4.0,Zwierzyniec,5.4,1,Yes,Yes,No_data,No_data,No_data,Yes,0.03633060853769301
772000,2,44.0,Primary,Apartment building,"Concrete, reinforced concrete",2024.0,Central city heating,Kitchenette,5.859567901234568,3.7804203539823007,Podgórze,3.6,6,Yes,No_data,Yes,Yes,No_data,No_data,0.045454545454545456
719000,3,67.05,Secondary,Tenement,Brick,1890.0,Central city heating,Kitchenette,1.0,4.0,Stare Miasto,0.4,2,No,Yes,Yes,Yes,No_data,No_data,0.0447427293064877
799000,2,42.0,Secondary,Tenement,Brick,1930.0,Other/ no data,Kitchenette,5.0,3.7804203539823007,Krowodrza,1.6,1,No_data,No_data,No_data,Yes,No_data,No_data,0.047619047619047616
819000,3,64.85,Secondary,Apartment building,"Mixed construction, other",1989.0,Central city heating,Separate kitchen,1.0,4.0,Mistrzejowice,5.6,7,Yes,No_data,Yes,Yes,No_data,No_data,0.04626060138781805
943000,3,73.0,Secondary,Apartment building,"Mixed construction, other",2008.0,Central city heating,Bright kitchen,8.0,4.0,Swoszowice,5.6,2,Yes,Yes,Yes,No_data,No_data,No_data,0.0410958904109589
1100000,3,44.0,Secondary,Tenement,Brick,2002.136017628205,Own/ local central heating,Kitchenette,10.0,4.0,Stare Miasto,0.4,3,Yes,No_data,No_data,No_data,No_data,No_data,0.06818181818181818
499000,2,42.0,Secondary,Apartment building,No data,1962.0,Central city heating,Bright kitchen,1.0,4.0,Wzgórza Krzesławickie,10.8,0,Yes,No_data,Yes,No_data,No_data,No_data,0.047619047619047616
1250000,3,59.19,Secondary,Apartment building,No data,2019.0,Central city heating,Separate kitchen,5.859567901234568,4.0,Bronowice,5.5,0,Yes,Yes,No_data,No_data,No_data,No_data,0.05068423720223011
800000,3,52.0,Secondary,Apartment building,"Mixed construction, other",1976.0,Central city heating,Separate kitchen,1.0,4.0,Prądnik Biały,3.6,2,Yes,No_data,Yes,No_data,No_data,No_data,0.057692307692307696
1100000,6,88.0,Secondary,Other/ No data,Brick,1960.0,Central city heating,Separate kitchen,3.0,2.0,Stare Miasto,0.4,4,Yes,No_data,No_data,No_data,No_data,No_data,0.06818181818181818
599000,2,41.5,Secondary,Apartment building,Large slab,1970.0,Central city heating,Bright kitchen,4.0,4.0,Nowa Huta,12.9,3,No_data,Yes,Yes,Yes,No_data,No_data,0.04819277108433735
785000,3,57.88,Secondary,Apartment building,Brick,1950.0,Central city heating,Kitchenette,5.859567901234568,3.7804203539823007,Nowa Huta,12.9,5,No_data,No_data,Yes,No_data,No_data,No_data,0.051831375259156875
799000,2,49.03,Secondary,Apartment building,No data,2021.0,Central city heating,Kitchenette,9.0,4.0,Prądnik Biały,3.6,0,Yes,Yes,Yes,Yes,No_data,Yes,0.040791352233326535
749500,2,40.0,Primary,Apartment building,Brick,2025.0,Central city heating,Kitchenette,5.859567901234568,3.7804203539823007,Bronowice,5.5,1,Yes,No_data,No_data,No_data,No_data,No_data,0.05
1200000,2,48.0,Secondary,Tenement,Brick,2002.136017628205,Gas heating,Separate kitchen,9.0,4.0,Stare Miasto,0.4,2,No_data,No_data,No_data,No_data,No_data,No_data,0.041666666666666664
1276730,3,79.3,Primary,New construction,"Concrete, reinforced concrete",2025.0,Central city heating,Kitchenette,5.0,4.0,Dębniki,4.5,0,Yes,Yes,Yes,No_data,No_data,No_data,0.03783102143757881
834064,2,47.39,Primary,Other/ No data,No data,2026.0,Other/ no data,Separate kitchen,5.859567901234568,3.7804203539823007,Prądnik Biały,3.6,7,Yes,Yes,No_data,No_data,No_data,No_data,0.0422029964127453
775500,2,47.0,Primary,Other/ No data,No data,2026.0,Other/ no data,Separate kitchen,5.859567901234568,3.7804203539823007,Prądnik Biały,3.6,3,Yes,Yes,No_data,Yes,No_data,No_data,0.0425531914893617
659999,3,40.0,Secondary,Apartment building,Large slab,1980.0,Central city heating,Kitchenette,7.0,4.0,Nowa Huta,12.9,8,Yes,No_data,Yes,Yes,No_data,No_data,0.075
659000,2,43.0,Secondary,Apartment building,"Mixed construction, other",2018.0,Central heating,Kitchenette,7.0,4.0,Prądnik Biały,3.6,0,Yes,Yes,No_data,Yes,No_data,No_data,0.046511627906976744
849000,2,66.13,Secondary,Apartment building,"Mixed construction, other",2016.0,Central city heating,Kitchenette,8.0,4.0,Dębniki,4.5,5,Yes,No_data,No_data,No_data,No_data,No_data,0.03024345985180705
645002,2,37.83,Primary,Apartment building,Brick,2024.0,Central city heating,Kitchenette,5.0,4.0,Prądnik Biały,3.6,2,Yes,Yes,No_data,Yes,Yes,No_data,0.05286809410520751
738000,2,46.03,Secondary,Apartment building,"Mixed construction, other",2020.0,Central city heating,Kitchenette,10.0,4.0,Podgórze,3.6,1,Yes,Yes,No_data,No_data,No_data,No_data,0.043449923962633065
1250000,3,71.2,Secondary,Tenement,Brick,2002.136017628205,Central city heating,Bright kitchen,3.0,4.0,Stare Miasto,0.4,0,No_data,No_data,Yes,No_data,No_data,No_data,0.042134831460674156
1350000,1,46.3,Secondary,Tenement,Brick,1891.0,Other/ no data,Separate kitchen,5.859567901234568,4.0,Stare Miasto,0.4,2,No_data,No_data,Yes,No_data,No_data,No_data,0.021598272138228944
945000,3,63.11,Secondary,Other/ No data,"Concrete, reinforced concrete",2001.0,Central city heating,Separate kitchen,3.0,4.0,Krowodrza,1.6,3,No_data,No_data,No_data,No_data,No_data,No_data,0.04753604816986214
1295000,2,48.36,Secondary,Tenement,Brick,1942.0,Central city heating,Kitchenette,7.0,4.0,Zwierzyniec,5.4,3,No_data,No_data,Yes,Yes,No_data,Yes,0.0413564929693962
668460,3,51.42,Primary,Apartment building,"Mixed construction, other",2025.0,Central city heating,Kitchenette,5.0,4.0,Wzgórza Krzesławickie,10.8,0,Yes,No_data,No_data,No_data,No_data,No_data,0.058343057176196034
2500000,3,103.0,Secondary,Tenement,Brick,2002.136017628205,Electric heating,Bright kitchen,1.0,4.0,Stare Miasto,0.4,2,No_data,No_data,Yes,Yes,No_data,No_data,0.02912621359223301
669000,3,49.91,Secondary,Other/ No data,Large slab,2002.136017628205,Other/ no data,Separate kitchen,5.859567901234568,4.0,Prądnik Biały,3.6,2,Yes,No_data,Yes,Yes,No_data,No_data,0.06010819475055099
1029000,2,50.26,Secondary,Tenement,"Mixed construction, other",2002.136017628205,Central city heating,Kitchenette,1.0,4.0,Stare Miasto,0.4,4,No_data,No_data,Yes,No_data,No_data,No_data,0.03979307600477517
1100000,2,49.56,Secondary,Tenement,No data,2009.0,Gas heating,Kitchenette,9.0,4.0,Stare Miasto,0.4,4,Yes,Yes,Yes,No_data,No_data,No_data,0.04035512510088781
599000,3,44.43,Secondary,Apartment building,"Mixed construction, other",2002.136017628205,Other/ no data,Kitchenette,7.0,3.7804203539823007,Bieńczyce,5.9,1,Yes,No_data,No_data,Yes,No_data,No_data,0.0675219446320054
1690000,4,113.0,Secondary,Apartment building,No data,1989.0,Own/ local central heating,Separate kitchen,5.859567901234568,4.0,Bronowice,5.5,2,Yes,No_data,Yes,No_data,No_data,No_data,0.035398230088495575
830000,4,52.0,Secondary,Apartment building,"Mixed construction, other",2016.0,Central city heating,Kitchenette,3.0,4.0,Nowa Huta,12.9,7,Yes,No_data,Yes,Yes,No_data,No_data,0.07692307692307693
1090620,3,65.7,Primary,Other/ No data,No data,2026.0,Other/ no data,Separate kitchen,5.859567901234568,3.7804203539823007,Prądnik Biały,3.6,6,Yes,Yes,No_data,No_data,No_data,No_data,0.045662100456621
594252,2,38.83,Primary,Apartment building,Brick,2025.0,Central heating,Kitchenette,5.0,4.0,Dębniki,4.5,1,Yes,Yes,Yes,Yes,No_data,Yes,0.05150656708730363
1290000,4,75.0,Secondary,Apartment building,No data,2023.0,Central heating,Kitchenette,7.0,4.0,Prądnik Biały,3.6,1,Yes,No_data,No_data,Yes,No_data,No_data,0.05333333333333334
850500,3,45.0,Secondary,Apartment building,No data,2011.0,Central city heating,Kitchenette,7.0,3.7804203539823007,Podgórze,3.6,1,Yes,Yes,No_data,No_data,No_data,No_data,0.06666666666666667
700000,3,55.0,Secondary,Apartment building,"Mixed construction, other",1993.0,Central city heating,Bright kitchen,1.0,4.0,Bieżanów-Prokocim,7.5,3,Yes,No_data,Yes,No_data,No_data,No_data,0.05454545454545454
1550000,5,104.0,Secondary,Apartment building,No data,2023.0,Central city heating,Kitchenette,5.859567901234568,3.7804203539823007,Podgórze,3.6,3,Yes,Yes,No_data,No_data,No_data,Yes,0.04807692307692308
789000,3,50.5,Secondary,Apartment building,Brick,2018.0,Central city heating,Kitchenette,8.0,4.0,Mistrzejowice,5.6,1,Yes,No_data,No_data,Yes,No_data,No_data,0.0594059405940594
924114,4,81.78,Primary,Other/ No data,No data,2027.0,Other/ no data,Other/ no data,5.859567901234568,3.7804203539823007,Podgórze,3.6,1,Yes,Yes,Yes,No_data,No_data,No_data,0.048911714355588165
1350000,4,80.41,Primary,Apartment building,Brick,2026.0,Central city heating,Kitchenette,5.859567901234568,3.7804203539823007,Bronowice,5.5,0,Yes,No_data,Yes,No_data,No_data,No_data,0.04974505658500187
1295000,3,70.19,Secondary,Apartment building,No data,2009.0,Central city heating,Separate kitchen,9.0,4.0,Prądnik Biały,3.6,7,Yes,Yes,No_data,Yes,No_data,Yes,0.04274113121527283
698000,2,39.96,Secondary,Apartment building,"Concrete, reinforced concrete",2021.0,Central city heating,Kitchenette,10.0,4.0,Podgórze,3.6,6,Yes,Yes,No_data,Yes,No_data,No_data,0.050050050050050046
880000,3,67.02,Secondary,Tenement,Brick,1953.0,Central city heating,Separate kitchen,10.0,4.0,Nowa Huta,12.9,3,Yes,No_data,Yes,No_data,No_data,No_data,0.04476275738585497
1387058,4,94.68,Primary,New construction,"Mixed construction, other",2024.0,Heat pump,Other/ no data,5.0,4.0,Zwierzyniec,5.4,0,Yes,No_data,No_data,No_data,No_data,No_data,0.042247570764681025
556800,2,34.8,Primary,Apartment building,No data,2026.0,Central city heating,Kitchenette,5.0,3.7804203539823007,Mistrzejowice,5.6,1,Yes,No_data,No_data,No_data,No_data,No_data,0.0574712643678161
875000,3,52.09,Secondary,Apartment building,No data,1974.0,Central city heating,Kitchenette,8.0,4.0,Prądnik Czerwony,2.7,4,Yes,No_data,Yes,No_data,No_data,No_data,0.05759262814359761
620000,2,37.0,Secondary,Apartment building,No data,1975.0,Central city heating,Kitchenette,7.0,3.7804203539823007,Krowodrza,1.6,1,No_data,No_data,Yes,No_data,No_data,No_data,0.05405405405405406
799000,2,45.0,Secondary,Other/ No data,No data,2002.136017628205,Other/ no data,Other/ no data,5.859567901234568,3.7804203539823007,Podgórze,3.6,4,No_data,No_data,No_data,No_data,No_data,No_data,0.044444444444444446
900000,2,62.0,Secondary,Apartment building,Brick,2009.0,Own/ local central heating,Kitchenette,8.0,3.7804203539823007,Krowodrza,1.6,1,Yes,Yes,No_data,No_data,No_data,Yes,0.03225806451612903
1068066,3,62.46,Primary,Apartment building,"Mixed construction, other",2026.0,Central city heating,Kitchenette,8.0,3.0,Łagiewniki-Borek Fałęcki,3.5,3,Yes,No_data,No_data,No_data,No_data,No_data,0.04803073967339097
595000,2,44.41,Secondary,Apartment building,Large slab,1972.0,Central city heating,Separate kitchen,8.0,2.0,Bieżanów-Prokocim,7.5,4,Yes,No_data,Yes,No_data,No_data,No_data,0.04503490204908805
594558,2,38.86,Primary,Other/ No data,No data,2025.0,Central city heating,Kitchenette,5.0,4.0,Dębniki,4.5,0,No,No_data,Yes,Yes,No_data,No_data,0.0514668039114771
944000,5,87.0,Primary,Multi-family building,No data,2025.0,Gas heating,Kitchenette,5.859567901234568,3.7804203539823007,Krowodrza,1.6,1,Yes,No_data,No_data,No_data,No_data,No_data,0.05747126436781609
1043415,3,77.29,Primary,Other/ No data,No data,2026.0,Other/ no data,Other/ no data,5.859567901234568,3.7804203539823007,Podgórze,3.6,2,Yes,Yes,No_data,No_data,No_data,No_data,0.03881485315047224
2700000,3,108.36,Secondary,Tenement,Brick,1890.0,Gas heating,Kitchenette,8.0,4.0,Stare Miasto,0.4,1,Yes,No_data,Yes,Yes,No_data,No_data,0.02768549280177187
1599412,4,83.77,Secondary,Apartment building,No data,2024.0,Other/ no data,Kitchenette,5.859567901234568,4.0,Podgórze,3.6,7,Yes,Yes,Yes,Yes,No_data,Yes,0.047749791094663964
299000,1,23.0,Secondary,Other/ No data,Brick,2002.136017628205,Own/ local central heating,Kitchenette,5.859567901234568,1.0,Bieżanów-Prokocim,7.5,0,Yes,Yes,Yes,No_data,No_data,No_data,0.043478260869565216
587000,2,35.14,Primary,Apartment building,No data,2026.0,Central city heating,Other/ no data,5.859567901234568,3.7804203539823007,Krowodrza,1.6,11,Yes,No_data,No_data,Yes,No_data,No_data,0.05691519635742743
980000,3,73.96,Secondary,Apartment building,"Mixed construction, other",2004.0,Central city heating,Kitchenette,2.0,4.0,Krowodrza,1.6,0,Yes,Yes,No_data,Yes,No_data,No_data,0.04056246619794484
775951,2,48.0,Primary,Apartment building,No data,2024.0,Central city heating,Other/ no data,5.859567901234568,3.7804203539823007,Podgórze,3.6,0,Yes,No_data,No_data,No_data,Yes,No_data,0.041666666666666664
990000,2,56.0,Secondary,Tenement,Brick,1929.0,Gas heating,Kitchenette,3.0,4.0,Krowodrza,1.6,0,Yes,No_data,No_data,No_data,No_data,No_data,0.03571428571428571
740000,3,52.0,Secondary,Apartment building,Brick,2001.0,Central heating,Bright kitchen,7.0,4.0,Podgórze Duchackie,4.0,0,Yes,No_data,No_data,Yes,No_data,No_data,0.057692307692307696
739000,3,63.16,Primary,Apartment building,Brick,2026.0,Central city heating,Kitchenette,5.0,3.7804203539823007,Czyżyny,5.2,1,Yes,Yes,No_data,No_data,No_data,No_data,0.04749841671944269
599000,2,42.0,Secondary,Apartment building,Brick,1970.0,Central city heating,Separate kitchen,3.0,4.0,Krowodrza,1.6,1,Yes,No_data,Yes,No_data,No_data,No_data,0.047619047619047616
