price,district,district_2,rooms,area,floor,levels,bathrooms,bathroom_with_toilet,market,type_of_contract,building_type,building_material,year_built,heating,kitchen_type,balcony,balcony_area,terrace,loggia,garden,windows,property_condition,form_of_ownership,advantages,link
1 245 280,"Kraków, ","Dębniki , Dębniki, ",3 pokoje,"72,40",piętro 4,,,Tak,Pierwotny,,Nowe budownictwo,"Beton, płyta",2025,Miejskie,Aneks kuchenny - połączony z salonem,Tak,"11,39 m²",,,,PCV,Deweloperski,Własność,"['komórka lokatorska', 'winda', 'balkon', 'kuchnia otwarta', 'miejsce parkingowe', 'taras', 'osiedle zamknięte', 'plac zabaw']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-babinskiego/ob/40290081
999 000,"Ugorek, ",Żwirki i Wigury,3 pokoje,"78,70",piętro 1/1,,1,,Wtórny,Na wyłączność,CZĘŚĆ DOMU,MIESZANY,1960,"C.O. GAZOWE,C.O. WŁASNE",ODDZIELNA,Tak,,,,,,DO REMONTU,WŁASNOŚĆ,"['balkon', 'kuchnia osobna', 'miejsce parkingowe', 'ogródek', 'ogrzewana podłoga', 'piwnica']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-pradnik-czerwony-zwirki-i-wigury/ob/39278069
695 000,"Kraków, ","Bronowice, ",2 pokoje,"53,07",piętro 1/2,,1,Tak,Wtórny,,Blok,Cegła,1960,Piec dwufunkcyjny,Jasna z oknem,Tak,,,,,PCV,Do odnowienia,Odrębna własność lokalu,"['balkon', 'kuchnia osobna', 'miejsce parkingowe', 'piwnica', 'widna kuchnia']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-bronowice-balicka/ob/41098035
499 000,"Grębałów, ",Osiedle Na Wzgórzach,3 pokoje,44,piętro 1/4,,1,,Wtórny,,BLOK,WIELKA PŁYTA,1970,C.O. Z SIECI MIEJSKIEJ,ANEKS KUCHENNY,Tak,,,,,,DO REMONTU,WŁASNOŚĆ,"['komórka lokatorska', 'balkon', 'do remontu', 'kuchnia otwarta', 'wanna']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-wzgorza-krzeslawickie-osiedle-na-wzgorzach/ob/41100733
1 132 300,"Kraków, ","Prądnik Biały, ",3 pokoje,"67,26",piętro 6/8,,,Tak,Wtórny,,Budynek wielorodzinny,,2019,C.O. miejskie,Aneks kuchenny - połączony z salonem,Tak,,,,,PCV,Bardzo dobry,Własność,"['komórka lokatorska', 'winda', 'balkon', 'dwustronne', 'kuchnia otwarta', 'miejsce parkingowe', 'ogrzewana podłoga', 'parking podziemny', 'plac zabaw']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-pradnik-bialy-henryka-pachonskiego/ob/41266367
525 000,"Podgórze, ","Kurdwanów, ",2 pokoje,"33,29",piętro 1/4,,1,Tak,Wtórny,Na wyłączność,Blok,Mieszana,2007,C.O. miejskie,Aneks kuchenny,Tak,6 m²,,,,PCV,Dobry,Własność,"['balkon', 'kuchnia otwarta', 'plac zabaw']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze-marii-i-boleslawa-wyslouchow/ob/40615681
,"Stare Miasto (historyczne), ","Stare Miasto, ",2 pokoje,"35,65",piętro 4,,,,Pierwotny,,,,2023,,Aneks,Tak,"4,41 m²",,,,,,,"['balkon', 'kuchnia otwarta', 'miejsce parkingowe', 'ogródek', 'parking podziemny', 'plac zabaw']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-stare-miasto-prandoty-10c/ob/39250753
1 109 744,"Kraków, ","Bronowice, Bronowice, ",3 pokoje,"69,13",piętro 1/4,,,,Pierwotny,,Blok,Rama H,2026,C.O. miejskie,Aneks kuchenny - połączony z jadalnią,,,,,,PCV,Deweloperski,Własność,"['dla osób z niepełnosprawnością', 'komórka lokatorska', 'rowerownia / wózkownia', 'winda', 'dwupoziomowe']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-bronowice-na-blonie/ob/41138181
849 000,"Czyżyny, ",ul. Sołtysowska 26,3 pokoje,"59,03",parter/1,,,,Pierwotny,,,,2026,,,,,,,,,,,"['stacja ładowania', 'antresola', 'klimatyzacja', 'ogródek']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-czyzyny-soltysowska-26/ob/39978177
1 044 000,"Krowodrza, ",Wrocławska 53G 53,2 pokoje,"50,93",piętro 2/6,1,1,Tak,Wtórny,Na wyłączność,Apartamentowiec,Beton,2021,Miejskie,Aneks,Tak,"6,50 m²",Nie,,,,Wysoki standard,Własność,"['winda', 'balkon', 'klimatyzacja', 'kuchnia otwarta', 'miejsce parkingowe', 'wanna', 'osiedle zamknięte', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-krowodrza-wroclawska-53g/ob/38833291
1 499 000,"Bronowice, ",Stawowa,4 pokoje,108,piętro 2/2,2,,,Pierwotny,,Apartamentowiec,,2025,Co Miejskie,,Tak,,Tak,,,,,,"['antresola', 'balkon', 'taras']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-bronowice-stawowa/ob/40945483
776 872,"Kraków, ","Bronowice, Bronowice, ",2 pokoje,"38,11",piętro 2/4,,,,Pierwotny,,Blok,Rama H,2026,C.O. miejskie,Aneks kuchenny - połączony z jadalnią,Tak,"2,35 m²",,,,PCV,Deweloperski,Własność,"['dla osób z niepełnosprawnością', 'komórka lokatorska', 'rowerownia / wózkownia', 'winda', 'balkon', 'dwupoziomowe', 'kuchnia otwarta', 'miejsce parkingowe', 'taras', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-bronowice-na-blonie/ob/41138199
932 060,"Ruczaj, ",Kobierzyńska,3 pokoje,"64,28",piętro 1/4,,1,,Pierwotny,,APARTAMENTOWIEC,INNY,2024,C.O. Z SIECI MIEJSKIEJ,ANEKS KUCHENNY,Tak,,,,,,DO WYKOŃCZENIA,WŁASNOŚĆ,"['komórka lokatorska', 'balkon', 'kuchnia otwarta', 'miejsce parkingowe', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-debniki-kobierzynska/ob/40659461
580 161,"Kraków-Krowodrza, ","Prądnik Biały, ",2 pokoje,"39,20",parter/3,,,,Pierwotny,,,,2027,,,,,,,,,,,"['winda', 'kuchnia otwarta', 'miejsce parkingowe', 'ogródek']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-pradnik-bialy-stelmachow/ob/40704221
646 247,Podgórze,,3 pokoje,"57,19",piętro 1/5,,,,Pierwotny,,,,2027,,,Tak,"3,35 m²",,,,,,,"['komórka lokatorska', 'rowerownia / wózkownia', 'stacja ładowania', 'balkon', 'miejsce parkingowe', 'parking podziemny', 'plac zabaw']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze/ob/40781779
,"Dębniki, ",ul. Fedorowicza 21,2 pokoje,"42,76",piętro 1/5,,,,Pierwotny,,,,2026,,,,,,,,,,,"['balkon', 'klimatyzacja', 'miejsce parkingowe', 'ogródek', 'ogrzewana podłoga', 'taras', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-debniki-fedorowicza-21/ob/41025461
619 000,"Łagiewniki-Borek Fałęcki, ",Józefa Montwiłła-Mireckiego,2 pokoje,"39,65",piętro 2/3,,1,,Wtórny,Na wyłączność,APARTAMENTOWIEC,PUSTAK,2011,C.O. WŁASNE,ODDZIELNA,,,,,,,WYSOKI STANDARD,WŁASNOŚĆ,"['kuchnia osobna', 'miejsce parkingowe', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-lagiewniki-borek-falecki-jozefa-montwilla-mireckiego/ob/40135505
749 000,"Dębniki, ","Os. Podwawelskie, ",3 pokoje,"56,90",parter/10,1,1,Tak,Wtórny,Na wyłączność,Blok,Wielka płyta,1972,Miejskie,Osobna,,,Nie,Tak,,,Do remontu,Spółdzielcze-własnościowe,"['komórka lokatorska', 'kuchnia osobna', 'miejsce parkingowe', 'piwnica', 'wanna', 'widna kuchnia']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-debniki-kapelanka/ob/40518573
589 026,"Kraków-Nowa Huta, ",Nowa Huta,3 pokoje,"46,38",piętro 3/3,1,,,Pierwotny,,Blok Mieszkalny,,2025,,,,,,,,,,,"['winda', 'balkon', 'kuchnia otwarta', 'miejsce parkingowe', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-nowa-huta/ob/41134599
1 249 000,"Kraków-Podgórze, ",Pana Tadeusza,3 pokoje,57,piętro 1/7,,1,,Wtórny,,APARTAMENTOWIEC,,,,ANEKS KUCHENNY,Tak,,,,,,BARDZO WYSOKI STANDARD,,"['winda', 'balkon', 'kuchnia otwarta', 'miejsce parkingowe']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze-pana-tadeusza/ob/40860629
Zarezerwow,"Prądnik Biały, ","Banacha, ",2 pokoje,"38,56",piętro 2,,,,Pierwotny,,,,2025,,Aneks,Tak,"9,85 m²",,,,,,,"['stacja ładowania', 'balkon', 'ogródek', 'plac zabaw']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-pradnik-bialy-zauchy-6/ob/39164383
487 060,"Kraków, ","Wzgórza Krzesławickie, Wzgórza Krzesławickie, ",2 pokoje,"34,79",piętro 1/3,,,Tak,Pierwotny,,Apartamentowiec,"Beton, cegła",2025,Miejskie,Aneks kuchenny - połączony z salonem,Tak,"12,94 m²",Tak,,,PCV,Deweloperski,Własność,"['balkon', 'miejsce parkingowe', 'ogródek', 'taras', 'parking podziemny']",https://gratka.pl/nieruchomosci/mieszkanie-krakow-wzgorza-krzeslawickie-kantrowicka/ob/39688133
